# mechanism,air_plasma
# version,1
# mechanism-hash,23a06d772827b718
# T_gas_K,300
# T_exc_K,300
# grid_points,200  (eps_max sized per E/N)
# pressure_atm,0.98692  (0 = density-scaled processes excluded)
# composition,N2=0.79 O2=0.21 
# NOTE rate coefficients are valid only for this composition and T_gas;
#      the EEDF is a functional of the whole mixture.
EN_Td,converged,meanEnergy_eV,muN,DLN,DTN,muEpsN,DEpsN,alphaN,etaN,nuEffN,driftVel,nuIonN,nuAttN,PelasticN,PgasN,PvibN,PelecN,PinelasticN,k[EI_N2_EFF]{m^3/s},k[EI_N2_EXC_N2_ROT]{m^3/s},k[EI_N2_EXC_N2_V1]{m^3/s},k[EI_N2_EXC_N2_V1RES]{m^3/s},k[EI_N2_EXC_N2_V2]{m^3/s},k[EI_N2_EXC_N2_V3]{m^3/s},k[EI_N2_EXC_N2_V4]{m^3/s},k[EI_N2_EXC_N2_V5]{m^3/s},k[EI_N2_EXC_N2_V6]{m^3/s},k[EI_N2_EXC_N2_V7]{m^3/s},k[EI_N2_EXC_N2_V8]{m^3/s},k[EI_N2_EXC_N2_A3_V0_4]{m^3/s},k[EI_N2_EXC_N2_A3_V5_9]{m^3/s},k[EI_N2_EXC_N2_B3]{m^3/s},k[EI_N2_EXC_N2_W3]{m^3/s},k[EI_N2_EXC_N2_A3_V10]{m^3/s},k[EI_N2_EXC_N2_B_P3]{m^3/s},k[EI_N2_EXC_N2_A_P1]{m^3/s},k[EI_N2_EXC_N2_A1]{m^3/s},k[EI_N2_EXC_N2_W1]{m^3/s},k[EI_N2_EXC_N2_C3]{m^3/s},k[EI_N2_EXC_N2_E3]{m^3/s},k[EI_N2_EXC_N2_A_PP1]{m^3/s},k[EI_N2_EXC_N2_SUM]{m^3/s},k[EI_N2_ION_N2]{m^3/s},k[EI_N2_ION_N2_B2SIGMA]{m^3/s},k[EI_O2_ATT]{m^6/s},k[EI_O2_ATT_O_O]{m^3/s},k[EI_O2_EFF]{m^3/s},k[EI_O2_EXC_O2_ROT]{m^3/s},k[EI_O2_EXC_O2_V1]{m^3/s},k[EI_O2_EXC_O2_V1RES]{m^3/s},k[EI_O2_EXC_O2_V2]{m^3/s},k[EI_O2_EXC_O2_V2RES]{m^3/s},k[EI_O2_EXC_O2_V3]{m^3/s},k[EI_O2_EXC_O2_V4]{m^3/s},k[EI_O2_EXC_O2_A1]{m^3/s},k[EI_O2_EXC_O2_B1]{m^3/s},k[EI_O2_EXC_O2_4_5EV]{m^3/s},k[EI_O2_EXC_O2_6_0EV]{m^3/s},k[EI_O2_EXC_O2_8_4EV]{m^3/s},k[EI_O2_EXC_O2_9_97EV]{m^3/s},k[EI_O2_ION_O2]{m^3/s},k[DEEX_N2_EXC_N2_A3_V0_4]{m^3/s},k[DEEX_N2_EXC_N2_B3]{m^3/s},k[DEEX_N2_EXC_N2_A_P1]{m^3/s},k[DEEX_N2_EXC_N2_C3]{m^3/s},k[DEEX_O2_EXC_O2_A1]{m^3/s},k[DEEX_O2_EXC_O2_B1]{m^3/s}
1.6448721998e-01,1,1.2551219849e-01,1.1881665251e+25,1.2124887328e+24,1.2124887328e+24,1.5259803821e+25,1.2480903580e+24,0.0000000000e+00,1.9354874986e-21,-3.7826820948e-18,1.9543820859e+03,0.0000000000e+00,3.7826820948e-18,4.8280445889e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.1444906914e-19,0.0000000000e+00,4.8351398633e-17,8.6308092942e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5527711144e-42,0.0000000000e+00,0.0000000000e+00,2.3680724104e-18,3.0251017843e-18,0.0000000000e+00,9.5640766231e-22,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7288024791e-01,1,1.2824328374e-01,1.1411923580e+25,1.2146972113e+24,1.2146972113e+24,1.4970057268e+25,1.2500821527e+24,0.0000000000e+00,1.9151899089e-21,-3.7784708506e-18,1.9728961776e+03,0.0000000000e+00,3.7784708506e-18,5.0431151794e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.4572222639e-19,0.0000000000e+00,4.8991804761e-17,9.8253628000e-20,9.7052984716e-22,4.4268743873e-22,2.3408728181e-22,7.1674819027e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5488158292e-42,0.0000000000e+00,0.0000000000e+00,2.4559506793e-18,3.4626048212e-18,0.0000000000e+00,6.9937770908e-22,0.0000000000e+00,7.2024487795e-23,1.0670402526e-23,1.8149818868e-23,6.7204042483e-25,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8170153353e-01,1,1.3141043808e-01,1.1049666590e+25,1.2170741183e+24,1.2170741183e+24,1.4658197107e+25,1.2520115173e+24,0.0000000000e+00,1.8732232486e-21,-3.7609478009e-18,2.0077413644e+03,0.0000000000e+00,3.7609478009e-18,5.2931776885e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.8221709773e-19,0.0000000000e+00,4.9813667546e-17,1.1229914477e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5323578284e-42,0.0000000000e+00,0.0000000000e+00,2.5511230352e-18,3.9756643390e-18,0.0000000000e+00,1.1239669819e-21,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9097292888e-01,1,1.3383153708e-01,1.0680126223e+25,1.2190343458e+24,1.2190343458e+24,1.4423674061e+25,1.2539518070e+24,0.0000000000e+00,1.8389119483e-21,-3.7506723671e-18,2.0396149857e+03,0.0000000000e+00,3.7506723671e-18,5.4982472376e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0189348133e-18,0.0000000000e+00,5.0354055891e-17,1.2752918926e-19,3.9833766957e-21,1.8143200941e-21,9.5929905846e-22,2.9346034415e-23,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5227069343e-42,0.0000000000e+00,0.0000000000e+00,2.6364732356e-18,4.5211964679e-18,0.0000000000e+00,1.7506191180e-21,0.0000000000e+00,3.0265566857e-22,4.5295982228e-23,7.5248568590e-23,2.7623762907e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0071740098e-01,1,1.3676045299e-01,1.0357785233e+25,1.2213087254e+24,1.2213087254e+24,1.4154775309e+25,1.2560897091e+24,0.0000000000e+00,1.7923942927e-21,-3.7263657453e-18,2.0789877319e+03,0.0000000000e+00,3.7263657453e-18,5.7506911920e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0601431181e-18,0.0000000000e+00,5.1060485106e-17,1.4878010061e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4998776662e-42,0.0000000000e+00,0.0000000000e+00,2.7347868774e-18,5.1943374512e-18,0.0000000000e+00,4.3219288188e-21,0.0000000000e+00,1.0699408025e-21,1.9832537825e-22,2.8057251725e-22,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1095908877e-01,1,1.3906586166e-01,1.0109390846e+25,1.2229998398e+24,1.2229998398e+24,1.3952378804e+25,1.2577282245e+24,0.0000000000e+00,1.7404732343e-21,-3.7118513646e-18,2.1326678810e+03,0.0000000000e+00,3.7118513646e-18,5.9505359304e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0968934257e-18,0.0000000000e+00,5.1608011687e-17,1.6260139378e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4862454678e-42,0.0000000000e+00,0.0000000000e+00,2.8178153834e-18,5.8176938002e-18,0.0000000000e+00,3.0296953328e-21,0.0000000000e+00,2.4016285073e-22,1.4442177188e-23,6.1542154379e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2172336289e-01,1,1.4141448729e-01,9.8588188983e+24,1.2248165853e+24,1.2248165853e+24,1.3753076197e+25,1.2595769235e+24,0.0000000000e+00,1.6892416511e-21,-3.6925648137e-18,2.1859304803e+03,0.0000000000e+00,3.6925648137e-18,6.1641796311e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1400249105e-18,0.0000000000e+00,5.2138489342e-17,1.8248846131e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4681311513e-42,0.0000000000e+00,0.0000000000e+00,2.9079294088e-18,6.5644508476e-18,0.0000000000e+00,3.2847534369e-21,0.0000000000e+00,2.3576270072e-22,1.4172324403e-23,5.8672040007e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3303688851e-01,1,1.4369352067e-01,9.6315093347e+24,1.2265796321e+24,1.2265796321e+24,1.3566197369e+25,1.2614444398e+24,0.0000000000e+00,1.6359903672e-21,-3.6719754172e-18,2.2444969670e+03,0.0000000000e+00,3.6719754172e-18,6.3780356189e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1862204597e-18,0.0000000000e+00,5.2642359863e-17,2.0428097851e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4487931759e-42,0.0000000000e+00,0.0000000000e+00,2.9996894449e-18,7.3872205307e-18,0.0000000000e+00,3.6398162750e-21,0.0000000000e+00,2.3226730780e-22,1.3953203992e-23,5.6024596490e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4492769142e-01,1,1.4592237950e-01,9.4240687159e+24,1.2283047266e+24,1.2283047266e+24,1.3389366858e+25,1.2633430259e+24,0.0000000000e+00,1.5813701583e-21,-3.6501429436e-18,2.3082153944e+03,0.0000000000e+00,3.6501429436e-18,6.5935955940e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2358658089e-18,0.0000000000e+00,5.3124752722e-17,2.2812132020e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4282876775e-42,0.0000000000e+00,0.0000000000e+00,3.0937510911e-18,8.2926887120e-18,0.0000000000e+00,4.1272466810e-21,0.0000000000e+00,2.2945665499e-22,1.3769882041e-23,5.3529311840e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5742522744e-01,1,1.4811895507e-01,9.2335764332e+24,1.2300063548e+24,1.2300063548e+24,1.3220590475e+25,1.2652840477e+24,0.0000000000e+00,1.5259404357e-21,-3.6270925318e-18,2.3769555134e+03,0.0000000000e+00,3.6270925318e-18,6.8123048824e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2893628023e-18,0.0000000000e+00,5.3590264808e-17,2.5415623200e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4066382671e-42,0.0000000000e+00,0.0000000000e+00,3.1907424744e-18,9.2881067939e-18,0.0000000000e+00,4.7927251392e-21,0.0000000000e+00,2.2718317843e-22,1.3610957237e-23,5.1135115903e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7056045535e-01,1,1.5029968859e-01,9.0575182019e+24,1.2316978412e+24,1.2316978412e+24,1.3058195736e+25,1.2672780472e+24,0.0000000000e+00,1.4701774853e-21,-3.6028261327e-18,2.4506062491e+03,0.0000000000e+00,3.6028261327e-18,7.0355583911e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3471322415e-18,0.0000000000e+00,5.4043009111e-17,2.8253628886e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3838467770e-42,0.0000000000e+00,0.0000000000e+00,3.2912638205e-18,1.0381338428e-17,0.0000000000e+00,5.6995400191e-21,0.0000000000e+00,2.2536862510e-22,1.3467964172e-23,4.8805617958e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8436591367e-01,1,1.5247964864e-01,8.8937292698e+24,1.2333914408e+24,1.2333914408e+24,1.2900784258e+25,1.2693348087e+24,0.0000000000e+00,1.4144831083e-21,-3.5773316744e-18,2.5290734497e+03,0.0000000000e+00,3.5773316744e-18,7.2646985345e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4096168844e-18,0.0000000000e+00,5.4486658561e-17,3.1341549187e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3599018688e-42,0.0000000000e+00,0.0000000000e+00,3.3958878032e-18,1.1580908237e-17,0.0000000000e+00,6.9342470898e-21,0.0000000000e+00,2.2401732598e-22,1.3335570773e-23,4.6516986605e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9887580116e-01,1,1.5467260739e-01,8.7403463675e+24,1.2350984263e+24,1.2350984263e+24,1.2747193403e+25,1.2714634302e+24,0.0000000000e+00,1.3591931269e-21,-3.5505903345e-18,2.6122780230e+03,0.0000000000e+00,3.5505903345e-18,7.5010147003e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4772845683e-18,0.0000000000e+00,5.4924484986e-17,3.4695096716e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3347858645e-42,0.0000000000e+00,0.0000000000e+00,3.5051604875e-18,1.2896051809e-17,0.0000000000e+00,8.6138818122e-21,0.0000000000e+00,2.2323410815e-22,1.3211780805e-23,4.4254901376e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.1412606162e-01,1,1.5689111725e-01,8.5957671535e+24,1.2368291707e+24,1.2368291707e+24,1.2596464631e+25,1.2736724047e+24,0.0000000000e+00,1.3045854381e-21,-3.5225822186e-18,2.7001544825e+03,0.0000000000e+00,3.5225822186e-18,7.7457444279e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5506315224e-18,0.0000000000e+00,5.5359394005e-17,3.8330280241e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3084800786e-42,0.0000000000e+00,0.0000000000e+00,3.6196028153e-18,1.4336767200e-17,0.0000000000e+00,1.0895148053e-20,0.0000000000e+00,2.2325928105e-22,1.3098791461e-23,4.2012362206e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.3015447288e-01,1,1.5914658981e-01,8.4586159568e+24,1.2385932294e+24,1.2385932294e+24,1.2447816754e+25,1.2759697191e+24,0.0000000000e+00,1.2508874467e-21,-3.4932906936e-18,2.7926498926e+03,0.0000000000e+00,3.4932906936e-18,8.0000763763e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6301859220e-18,0.0000000000e+00,5.5793956739e-17,4.2263403537e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2809688891e-42,0.0000000000e+00,0.0000000000e+00,3.7397126229e-18,1.5913867899e-17,0.0000000000e+00,1.3986027173e-20,0.0000000000e+00,2.2453038469e-22,1.3004968886e-23,3.9788709953e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.4700074041e-01,1,1.6144937818e-01,8.3277147574e+24,1.2403994234e+24,1.2403994234e+24,1.2300622899e+25,1.2783629649e+24,0.0000000000e+00,1.1982827985e-21,-3.4627055873e-18,2.8897231868e+03,0.0000000000e+00,3.4627055873e-18,8.2651549779e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7165117003e-18,0.0000000000e+00,5.6230439046e-17,4.6511077651e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2522427420e-42,0.0000000000e+00,0.0000000000e+00,3.8659671937e-18,1.7639036621e-17,0.0000000000e+00,1.8160228468e-20,0.0000000000e+00,2.2777264023e-22,1.2947914297e-23,3.7588047987e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.6470659565e-01,1,1.6380886523e-01,8.2020584120e+24,1.2422559252e+24,1.2422559252e+24,1.2154390100e+25,1.2808594682e+24,0.0000000000e+00,1.1469174034e-21,-3.4308254115e-18,2.9913448008e+03,0.0000000000e+00,3.4308254115e-18,8.5420869704e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8102126794e-18,0.0000000000e+00,5.6670829203e-17,5.1090249041e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2223002397e-42,0.0000000000e+00,0.0000000000e+00,3.9988264065e-18,1.9524879680e-17,0.0000000000e+00,2.3775100151e-20,0.0000000000e+00,2.3413980751e-22,1.2959769124e-23,3.5418375020e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.8331589943e-01,1,1.6623355953e-01,8.0807932908e+24,1.2441703505e+24,1.2441703505e+24,1.2008740766e+25,1.2834664359e+24,0.0000000000e+00,1.0969047710e-21,-3.3976587422e-18,3.0974965484e+03,0.0000000000e+00,3.3976587422e-18,8.8319499423e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9119370697e-18,0.0000000000e+00,5.7116864772e-17,5.6018245185e-19,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1911494367e-42,0.0000000000e+00,0.0000000000e+00,4.1387365422e-18,2.1584981259e-17,0.0000000000e+00,3.1293694727e-20,0.0000000000e+00,2.4543294438e-22,1.3096248354e-23,3.3292202796e-24,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
